Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,G+A-PK,xG+xAG,PrgC,PrgP,PrgR,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,season
2472,David Soria,es ESP,GK,Getafe,es La Liga,31.0,1993.0,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,513,1029,49.9,22539,20168,0,0.0,0.2,0.0,0,51,1,0,1,561,462,158,0,4,0,0,0,0,0,0,513,4,4,4,0,0,5,80.0,1,0,0,0,1,5,21,3,8,0.21,5,3,0,0,0,0,0,0.0,1118,882,1098,20,0,0,1118,0,0,,0,,459,2883,1988,0,0,0,3,0,286,0,2,0,0,0,2,0,0,1,4,0,0,0,28,6,0,100.0,39.0,1.03,126.0,86.0,75.4,11.0,9.0,18.0,9.0,23.7,9.0,8.0,1.0,0.0,42.0,0.29,3.0,0.08,300.0,799.0,37.5,719.0,68.0,72.6,48.8,479.0,25.0,5.2,39.0,1.03,14.7,2024-2025
2473,Juan Soriano,es ESP,GK,Leganés,es La Liga,26.0,1997.0,6,6,540,6.0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,98,185,53.0,3513,2922,0,0.0,0.0,0.0,0,0,0,0,0,108,77,23,0,0,0,0,0,0,0,0,98,1,1,1,0,0,1,100.0,0,0,0,0,0,1,2,0,0,0.0,0,0,0,0,0,0,0,0.0,199,173,199,0,0,0,199,0,0,,0,,90,447,281,0,0,0,0,0,59,0,1,1,0,0,3,0,0,0,1,0,0,1,5,0,0,,7.0,1.17,25.0,19.0,72.0,1.0,2.0,3.0,1.0,16.7,0.0,0.0,0.0,0.0,8.8,0.36,2.8,0.47,36.0,120.0,30.0,131.0,20.0,56.5,43.9,130.0,7.0,5.4,0.0,0.0,8.4,2024-2025
2474,Borna Sosa,hr CRO,DF,Torino,it Serie A,26.0,1998.0,19,14,1181,13.1,0,0,0,0,0,0,0,0,0.3,0.3,0.7,1.0,0.0,0.07,13,51,49,4,1,25.0,0.3,0.08,0.0,0.0,20.2,0,0,0,0.3,0.3,0.08,-0.3,-0.3,546,686,79.6,9165,2699,0,0.7,0.9,-0.7,11,43,22,12,51,565,116,12,0,4,51,99,5,4,1,0,546,26,19,14,7,5,25,64.0,9,13,6,7,14,40,33,0,24,1.83,17,2,2,1,0,2,1,0.08,781,29,222,372,193,14,781,7,3,42.9,2,28.6,417,2251,866,13,15,1,9,1,454,49,0,0,0,12,7,1,51,14,19,0,1,0,53,16,19,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
2475,Ramón Sosa,py PAR,"FW,MF",Nott'ham Forest,eng Premier League,24.0,1999.0,19,1,295,3.3,1,0,1,1,0,0,1,0,1.0,1.0,0.5,1.5,0.31,0.45,12,6,17,11,5,45.5,3.36,1.53,0.09,0.2,18.6,0,0,0,1.0,1.0,0.09,0.0,0.0,66,97,68.0,1016,283,0,0.5,0.4,-0.5,8,2,5,3,6,86,10,2,0,1,8,4,4,2,1,0,66,5,3,3,0,2,5,20.0,4,9,0,9,4,9,5,0,14,4.23,11,0,2,1,0,0,0,0.0,154,6,36,48,77,15,154,13,8,61.5,5,38.5,75,601,333,12,7,5,6,5,81,17,1,0,0,6,8,3,8,4,3,0,0,0,25,4,7,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
2476,Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,20.0,2003.0,24,15,1254,13.9,0,0,0,0,0,0,5,0,0.2,0.2,1.7,1.8,0.0,0.13,21,83,38,4,0,0.0,0.29,0.0,0.0,,20.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2,873,1018,85.8,16257,4277,0,1.7,1.8,-1.7,19,100,12,3,83,941,77,37,3,19,50,1,39,14,18,0,873,28,17,8,10,10,31,41.9,18,9,1,8,5,33,9,1,40,2.87,27,12,0,0,0,1,0,0.0,1097,17,177,706,226,10,1097,20,8,40.0,9,45.0,656,3170,1326,21,18,2,11,12,860,38,5,0,0,19,9,1,50,5,17,0,0,0,71,2,10,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
2478,Riccardo Sottil,it ITA,"FW,MF",Fiorentina,it Serie A,25.0,1999.0,18,8,833,9.3,1,1,2,1,0,0,1,0,0.9,0.9,0.9,1.7,0.22,0.19,71,18,100,22,6,27.3,2.38,0.65,0.05,0.17,19.7,1,0,0,0.9,0.9,0.04,0.1,0.1,196,278,70.5,3011,484,1,0.9,1.0,0.1,12,5,12,4,18,265,12,3,1,0,41,4,5,2,0,0,196,5,4,3,1,1,4,75.0,1,1,0,1,4,9,3,0,35,3.78,23,0,5,3,4,0,4,0.43,356,2,35,118,217,41,356,27,11,40.7,9,33.3,272,2907,1868,71,31,27,21,8,285,100,1,0,0,7,33,1,41,4,4,1,0,0,44,4,9,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
2479,Riccardo Sottil,it ITA,"FW,MF",Milan,it Serie A,25.0,1999.0,6,1,123,1.4,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,0.0,0.36,11,3,14,2,0,0.0,1.46,0.0,0.0,,10.5,0,0,0,0.2,0.2,0.09,-0.2,-0.2,41,55,74.5,638,143,0,0.3,0.5,-0.3,3,2,3,2,3,50,4,1,0,1,9,1,2,1,0,0,41,1,1,1,0,0,0,,0,0,0,0,0,1,0,0,5,3.6,4,0,1,0,0,0,0,0.0,63,1,10,20,33,6,63,4,1,25.0,2,50.0,47,366,214,11,5,3,3,1,45,14,0,0,0,1,3,0,9,0,1,0,0,0,5,1,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
2480,Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,29.0,1995.0,35,30,2567,28.5,9,1,10,9,0,0,8,0,6.7,6.7,1.0,7.8,0.35,0.27,9,74,68,55,17,30.9,1.93,0.6,0.16,0.53,11.9,0,0,0,6.7,6.7,0.13,2.3,2.3,715,969,73.8,11811,3221,1,1.0,1.3,0.0,14,62,8,1,74,946,20,17,0,11,14,3,0,0,0,0,715,46,21,20,23,3,44,59.1,18,41,21,20,20,66,85,1,44,1.54,35,0,0,6,2,1,3,0.11,1280,128,355,626,303,102,1280,12,6,50.0,6,50.0,506,1553,559,9,12,3,20,15,764,68,8,0,0,47,25,4,14,20,21,1,0,0,63,99,73,57.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
2481,Matìas Soulé,ar ARG,"MF,DF",Roma,it Serie A,21.0,2003.0,27,22,1781,19.8,5,5,10,5,0,0,3,0,3.0,3.0,5.2,8.3,0.51,0.42,84,89,191,42,13,31.0,2.12,0.66,0.12,0.38,21.1,1,0,0,3.0,3.0,0.07,2.0,2.0,785,955,82.2,11957,2869,5,5.2,3.4,-0.2,51,53,34,12,89,853,100,21,5,2,88,35,38,23,8,0,785,26,16,12,7,7,23,43.5,13,25,3,22,9,35,25,0,90,4.55,63,17,3,5,2,0,8,0.4,1271,24,137,472,673,73,1271,108,35,32.4,54,50.0,794,4724,2444,84,56,32,56,32,915,191,3,0,0,12,36,1,88,9,16,0,0,0,105,10,17,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
2482,Boubakary Soumaré,fr FRA,MF,Leicester City,eng Premier League,25.0,1999.0,31,25,2171,24.1,0,0,0,0,0,0,8,0,0.3,0.3,0.4,0.7,0.0,0.03,34,105,23,7,0,0.0,0.29,0.0,0.0,,23.4,0,0,0,0.3,0.3,0.04,-0.3,-0.3,1073,1234,87.0,16191,4336,0,0.4,1.0,-0.4,11,95,16,3,105,1220,11,8,3,1,10,3,0,0,0,0,1073,37,20,24,12,1,33,63.6,12,22,10,12,27,64,34,4,35,1.45,27,0,5,1,2,0,3,0.12,1441,73,386,903,166,18,1441,45,27,60.0,14,31.1,847,3904,2011,34,19,4,24,22,1013,23,8,0,0,24,23,0,10,27,20,0,0,0,140,21,11,65.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
2484,Djibril Sow,ch SUI,MF,Sevilla,es La Liga,27.0,1997.0,30,24,2062,22.9,2,1,3,2,0,0,5,0,2.4,2.4,1.6,4.0,0.13,0.18,23,100,50,22,6,27.3,0.96,0.26,0.09,0.33,18.6,0,0,0,2.4,2.4,0.11,-0.4,-0.4,883,994,88.8,14168,3459,1,1.6,1.0,-0.6,21,87,10,1,100,970,22,17,0,5,9,1,2,0,0,0,883,25,14,13,10,2,17,47.1,9,18,3,15,28,53,26,1,64,2.79,58,0,0,1,3,2,4,0.17,1197,35,277,709,219,32,1197,25,10,40.0,11,44.0,604,3061,1370,23,16,3,36,9,827,50,5,0,0,23,41,0,9,28,14,0,0,0,110,24,23,51.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
2487,Djed Spence,eng ENG,DF,Tottenham,eng Premier League,23.0,2000.0,25,19,1792,19.9,1,2,3,1,0,0,4,1,0.6,0.6,1.8,2.3,0.15,0.12,59,105,70,10,3,30.0,0.5,0.15,0.1,0.33,23.9,0,0,0,0.6,0.6,0.06,0.4,0.4,992,1161,85.4,14185,4261,2,1.8,1.4,0.2,11,78,18,8,105,974,183,30,2,2,25,153,0,0,0,0,992,47,34,25,15,7,30,76.7,7,28,9,19,21,68,74,2,29,1.46,23,1,4,1,0,0,5,0.25,1428,81,500,641,309,25,1428,76,38,50.0,31,40.8,794,4661,2481,59,44,7,28,33,872,70,4,1,1,21,23,2,25,21,34,0,0,1,109,21,14,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
2488,Leonardo Spinazzola,it ITA,"DF,FW",Napoli,it Serie A,31.0,1993.0,27,17,1517,16.9,1,1,2,1,0,0,1,0,0.8,0.8,3.5,4.2,0.12,0.25,83,88,81,12,4,33.3,0.71,0.24,0.08,0.25,17.1,0,0,0,0.8,0.8,0.07,0.2,0.2,710,895,79.3,12378,3751,1,3.5,3.4,-2.5,26,62,34,8,88,743,149,15,3,5,65,122,12,5,3,0,710,17,10,6,9,2,23,43.5,13,12,1,11,9,26,31,1,47,2.79,38,4,3,1,1,0,3,0.18,1051,38,244,472,344,38,1051,64,28,43.8,29,45.3,603,4478,2504,83,64,24,17,18,679,81,1,0,0,6,13,1,65,9,10,0,0,0,62,3,3,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
2489,Marco Sportiello,it ITA,GK,Milan,it Serie A,32.0,1992.0,2,1,126,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,51,61,83.6,1238,656,0,0.0,0.0,0.0,0,1,0,0,0,44,16,2,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0.0,63,42,62,1,0,0,63,0,0,,0,,37,180,117,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,2.0,1.43,6.0,4.0,66.7,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,2.2,0.36,0.2,0.12,5.0,13.0,38.5,46.0,8.0,21.7,27.8,15.0,1.0,6.7,3.0,2.14,25.5,2024-2025
2493,Filip Stankovic,rs SRB,GK,Venezia,it Serie A,22.0,2002.0,16,16,1367,15.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,372,513,72.5,9405,6649,0,0.0,0.0,0.0,0,2,0,0,0,411,101,28,0,1,0,0,0,0,0,0,372,0,0,0,0,0,0,,0,0,0,0,0,0,11,2,1,0.07,1,0,0,0,0,0,0,0.0,566,486,561,5,0,0,566,0,0,,0,,341,1802,1156,0,0,0,0,0,304,0,1,0,0,0,1,0,0,0,0,0,0,0,15,5,0,100.0,23.0,1.51,83.0,60.0,77.1,2.0,6.0,8.0,0.0,0.0,5.0,4.0,1.0,0.0,25.2,0.26,3.2,0.21,48.0,161.0,29.8,439.0,51.0,29.4,31.6,249.0,12.0,4.8,13.0,0.86,10.8,2024-2025
2494,Jay Stansfield,eng ENG,MF,Fulham,eng Premier League,21.0,2002.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,0,0,,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
2495,Carl Starfelt,se SWE,DF,Celta Vigo,es La Liga,29.0,1995.0,28,26,2270,25.2,1,0,1,1,0,0,5,0,0.5,0.5,0.2,0.7,0.04,0.03,11,66,1,5,1,20.0,0.2,0.04,0.2,1.0,11.6,0,0,0,0.5,0.5,0.1,0.5,0.5,1539,1643,93.7,27778,9742,0,0.2,0.2,-0.2,6,56,1,0,66,1614,29,22,1,5,0,0,0,0,0,0,1539,40,20,25,14,1,27,66.7,9,29,21,8,31,71,129,3,18,0.71,16,0,0,1,0,1,1,0.04,1901,265,963,915,29,11,1901,1,1,100.0,0,0.0,1104,4606,2548,11,5,1,9,0,1337,1,5,0,0,21,11,0,0,31,20,0,0,0,77,60,51,54.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
2498,Jason Steele,eng ENG,GK,Brighton,eng Premier League,33.0,1990.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,101,112,90.2,2321,1556,0,0.0,0.0,0.0,0,0,0,0,0,104,8,6,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0.0,114,107,114,0,0,0,114,0,0,,0,,91,361,151,0,0,0,0,0,83,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,1,50.0,1.0,0.5,4.0,3.0,75.0,2.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.5,0.12,-0.5,-0.26,7.0,16.0,43.8,110.0,7.0,13.6,25.1,22.0,2.0,9.1,3.0,1.5,15.4,2024-2025
2499,Orri Steinn Óskarsson,is ISL,FW,Real Sociedad,es La Liga,19.0,2004.0,23,9,944,10.5,3,0,3,3,0,0,1,0,5.2,5.2,0.2,5.4,0.29,0.52,6,9,50,19,7,36.8,1.81,0.67,0.16,0.43,13.1,0,0,0,5.2,5.2,0.27,-2.2,-2.2,104,197,52.8,1158,178,0,0.2,0.5,-0.2,5,4,3,1,9,188,4,0,0,0,7,0,0,0,0,0,104,6,6,2,1,3,8,25.0,6,10,1,9,2,8,11,0,10,0.95,8,0,0,1,1,0,0,0.0,285,9,25,127,134,37,285,8,2,25.0,5,62.5,122,462,154,6,2,5,17,11,207,50,1,0,0,7,6,10,7,2,6,0,0,0,15,31,55,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
2501,Jack Stephens,eng ENG,DF,Southampton,eng Premier League,30.0,1994.0,19,17,1389,15.4,1,0,1,1,0,0,2,2,0.6,0.6,0.2,0.7,0.06,0.05,14,63,2,4,2,50.0,0.26,0.13,0.25,0.5,11.0,0,0,0,0.6,0.6,0.14,0.4,0.4,879,955,92.0,15471,4366,0,0.2,0.3,-0.2,3,51,5,0,63,912,42,19,0,2,1,15,0,0,0,0,879,34,20,25,9,0,30,56.7,13,20,13,7,13,47,53,2,13,0.84,13,0,0,0,0,0,0,0.0,1097,128,461,543,97,11,1097,4,0,0.0,4,100.0,631,2996,1407,14,12,1,3,3,783,2,2,2,0,13,4,1,1,13,20,0,1,0,44,6,10,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
2503,Raheem Sterling,eng ENG,"FW,MF",Arsenal,eng Premier League,29.0,1994.0,17,7,499,5.5,0,2,2,0,0,0,1,0,1.4,1.4,0.5,1.9,0.36,0.34,27,18,79,11,0,0.0,1.98,0.0,0.0,,15.1,2,0,0,1.4,1.4,0.13,-1.4,-1.4,158,201,78.6,2022,403,2,0.5,0.5,1.5,8,4,9,2,18,197,2,0,0,1,16,1,1,0,0,0,158,9,4,1,3,5,10,50.0,5,3,0,3,1,10,4,0,19,3.43,14,0,3,2,0,0,3,0.54,274,2,10,58,209,38,274,30,10,33.3,10,33.3,201,1407,750,27,11,15,13,14,211,79,1,0,0,12,8,4,16,1,4,0,0,0,16,1,3,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
2506,Ross Stewart,sct SCO,FW,Southampton,eng Premier League,28.0,1996.0,12,4,389,4.3,1,0,1,1,0,0,1,0,1.1,1.1,0.0,1.1,0.23,0.25,3,2,10,9,2,22.2,2.08,0.46,0.11,0.5,10.8,0,0,0,1.1,1.1,0.12,-0.1,-0.1,67,95,70.5,861,86,0,0.0,0.1,0.0,0,2,1,0,2,94,1,1,0,0,0,0,0,0,0,0,67,6,4,1,1,4,8,37.5,5,3,0,3,1,7,7,0,5,1.16,1,0,1,2,1,0,0,0.0,140,9,25,55,62,15,140,5,3,60.0,2,40.0,64,298,81,3,0,4,7,9,100,10,1,0,0,7,7,1,0,1,4,0,0,0,6,13,23,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
2509,Stoichkov,es ESP,"MF,FW",Alavés,es La Liga,30.0,1993.0,16,6,699,7.8,0,1,1,0,0,0,1,0,1.1,1.1,1.2,2.3,0.13,0.3,9,26,41,18,3,16.7,2.32,0.39,0.0,0.0,19.8,1,0,0,1.1,1.1,0.06,-1.1,-1.1,132,214,61.7,2161,697,1,1.2,0.7,-0.2,7,16,10,1,26,204,9,0,6,1,13,0,0,0,0,0,132,14,9,6,7,1,11,54.5,5,2,0,2,1,15,7,0,28,3.6,17,0,2,3,4,2,2,0.26,304,6,39,135,135,28,304,18,6,33.3,9,50.0,179,938,377,9,5,3,20,7,194,41,1,0,0,9,16,5,13,1,9,0,0,0,44,5,15,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
2510,Petar Stojanović,si SVN,MF,Empoli,it Serie A,28.0,1995.0,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,1,3,33.3,9,4,0,0.0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,3,1,2,1,0,0,3,0,0,,0,,2,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
2511,Jakub Stolarczyk,pl POL,GK,Leicester City,eng Premier League,23.0,2000.0,10,10,900,10.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,238,386,61.7,6215,4560,0,0.0,0.0,0.0,0,2,0,0,1,286,100,42,0,1,0,0,0,0,0,0,238,2,1,2,0,0,2,50.0,1,0,0,0,0,2,6,1,0,0.0,0,0,0,0,0,0,0,0.0,411,309,406,6,0,0,411,0,0,,0,,221,983,595,0,0,0,1,0,225,0,1,0,0,0,0,0,0,0,1,0,0,0,8,5,0,100.0,16.0,1.6,44.0,28.0,63.6,3.0,1.0,6.0,2.0,20.0,0.0,0.0,0.0,0.0,15.4,0.35,-0.6,-0.06,57.0,195.0,29.2,328.0,36.0,46.3,34.2,169.0,10.0,5.9,8.0,0.8,12.5,2024-2025
2512,John Stones,eng ENG,"DF,MF",Manchester City,eng Premier League,30.0,1994.0,11,6,548,6.1,2,0,2,2,0,0,1,0,0.4,0.4,0.1,0.5,0.33,0.08,10,21,2,2,2,100.0,0.33,0.33,1.0,1.0,5.1,0,0,0,0.4,0.4,0.22,1.6,1.6,367,403,91.1,6382,1601,0,0.1,0.2,-0.1,2,42,0,0,21,389,13,7,0,3,0,0,0,0,0,0,367,6,2,3,2,1,5,100.0,0,5,3,2,4,10,19,1,8,1.31,8,0,0,0,0,0,2,0.33,442,40,142,234,68,4,442,2,2,100.0,0,0.0,292,2146,1183,10,14,0,2,0,333,2,1,0,0,2,2,0,0,4,2,0,0,0,22,8,6,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
2513,Jørgen Strand Larsen,no NOR,FW,Wolves,eng Premier League,24.0,2000.0,35,30,2587,28.7,14,4,18,14,0,0,4,0,10.3,10.3,3.0,13.3,0.63,0.46,17,29,112,54,33,61.1,1.88,1.15,0.26,0.42,11.3,0,0,0,10.3,10.3,0.19,3.7,3.7,295,457,64.6,3818,697,4,3.0,1.0,1.0,21,19,4,1,29,443,14,0,1,2,6,0,0,0,0,0,295,10,6,2,3,5,27,14.8,23,19,4,15,6,16,29,0,42,1.46,33,1,1,3,2,2,6,0.21,736,36,85,348,304,108,736,20,8,40.0,11,55.0,345,1194,464,17,14,9,90,34,534,112,4,0,0,46,19,16,6,6,6,0,0,0,42,67,100,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
2514,Gabriel Strefezza,br BRA,"FW,MF",Como,it Serie A,27.0,1997.0,37,32,2619,29.1,6,4,10,6,0,0,5,0,3.7,3.7,3.9,7.6,0.34,0.26,80,106,190,58,21,36.2,1.99,0.72,0.1,0.29,20.5,2,0,0,3.7,3.7,0.06,2.3,2.3,875,1158,75.6,13294,3416,4,3.9,4.1,0.1,57,67,29,9,106,1045,105,31,8,10,123,7,63,20,23,0,875,57,39,20,20,17,55,38.2,34,24,2,22,13,70,26,0,111,3.82,76,23,3,3,4,2,4,0.14,1483,27,197,595,704,93,1483,82,36,43.9,33,40.2,1033,5397,2707,80,42,33,49,53,1110,190,5,0,0,46,71,2,123,13,39,0,0,0,108,10,24,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
2515,Cristhian Stuani,uy URU,FW,Girona,es La Liga,37.0,1986.0,32,6,1078,12.0,11,2,13,8,3,3,4,0,8.1,5.8,0.6,6.5,0.83,0.73,2,10,36,31,16,51.6,2.59,1.34,0.26,0.5,12.7,0,3,3,8.1,5.8,0.19,2.9,2.2,107,154,69.5,1450,161,2,0.6,1.0,1.4,6,1,3,0,10,133,21,0,1,0,2,1,0,0,0,0,107,9,7,1,7,1,8,62.5,3,4,1,3,7,16,11,0,14,1.17,10,0,1,3,0,0,3,0.25,256,10,32,107,118,55,253,5,2,40.0,2,40.0,96,292,83,2,0,2,24,7,156,36,4,0,0,35,7,11,2,7,7,0,0,0,14,22,17,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
2516,Álex Suárez,es ESP,DF,Las Palmas,es La Liga,31.0,1993.0,30,30,2460,27.3,0,0,0,0,0,0,12,0,0.5,0.5,0.1,0.6,0.0,0.02,6,53,3,6,3,50.0,0.22,0.11,0.0,0.0,14.9,0,0,0,0.5,0.5,0.09,-0.5,-0.5,1165,1357,85.9,21803,7921,0,0.1,0.2,-0.1,3,50,3,0,53,1210,146,71,1,9,1,34,0,0,0,0,1165,40,23,30,9,1,27,74.1,7,39,24,15,13,53,107,2,14,0.51,12,0,0,2,0,0,2,0.07,1609,225,877,684,53,19,1609,2,0,0.0,2,100.0,816,3700,1912,6,4,0,12,1,1020,3,12,0,0,27,21,1,1,13,23,0,1,2,68,25,48,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
2517,Denis Suárez,es ESP,MF,Villarreal,es La Liga,30.0,1994.0,21,7,608,6.8,1,1,2,1,0,0,0,0,0.9,0.9,1.5,2.4,0.3,0.36,27,35,24,10,3,30.0,1.48,0.44,0.1,0.33,15.5,0,0,0,0.9,0.9,0.09,0.1,0.1,228,291,78.4,3710,1203,1,1.5,1.8,-0.5,14,21,8,3,35,265,22,7,0,5,25,3,11,2,7,0,228,12,8,7,2,3,10,40.0,6,4,1,3,3,15,3,0,28,4.14,20,6,0,2,0,0,3,0.44,358,5,70,147,143,23,358,17,10,58.8,5,29.4,197,1368,807,27,18,5,13,8,257,24,0,0,0,1,7,0,25,3,8,0,0,0,25,1,6,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
2519,Luka Sučić,hr CRO,MF,Real Sociedad,es La Liga,21.0,2002.0,29,21,1792,19.9,1,1,2,1,0,0,4,0,3.3,3.3,2.6,5.9,0.1,0.3,30,79,56,43,11,25.6,2.16,0.55,0.02,0.09,23.6,1,0,0,3.3,3.3,0.08,-2.3,-2.3,727,882,82.4,11561,2321,1,2.6,2.2,-1.6,25,52,13,2,79,852,24,7,5,7,18,1,1,0,1,0,727,25,18,8,12,5,26,38.5,16,30,2,28,15,40,16,1,55,2.76,44,0,3,5,2,1,5,0.25,1094,20,146,623,339,32,1094,53,25,47.2,24,45.3,666,3752,1594,30,34,5,33,16,779,56,4,0,0,11,15,3,18,15,18,0,0,0,109,26,25,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
