Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,G+A-PK,xG+xAG,PrgC,PrgP,PrgR,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,season
57,Ola Aina,ng NGA,DF,Nott'ham Forest,eng Premier League,27.0,1996.0,35,35,2995,33.3,2,1,3,2,0,0,5,0,0.6,0.6,1.4,2.1,0.09,0.06,67,107,67,11,2,18.2,0.33,0.06,0.18,1.0,26.1,0,0,0,0.6,0.6,0.06,1.4,1.4,994,1352,73.5,15371,6297,1,1.4,2.2,-0.4,16,85,23,11,107,1071,279,15,0,4,59,264,0,0,0,0,994,55,42,39,15,1,64,56.3,28,34,12,22,33,88,115,4,62,1.86,49,5,3,1,3,1,4,0.12,1708,156,613,717,409,22,1708,72,33,45.8,27,37.5,749,4798,2787,67,46,10,44,22,822,67,5,0,0,23,35,2,59,33,42,0,1,0,190,13,19,40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
58,Rayan Aït-Nouri,dz ALG,DF,Wolves,eng Premier League,23.0,2001.0,37,37,3109,34.5,4,7,11,4,0,0,7,1,2.7,2.7,5.5,8.2,0.32,0.24,89,108,176,36,10,27.8,1.04,0.29,0.11,0.4,14.9,0,0,0,2.7,2.7,0.08,1.3,1.3,1449,1721,84.2,19837,5926,7,5.5,4.0,1.5,46,77,30,10,108,1397,320,44,3,4,94,246,30,24,1,0,1449,89,57,52,28,9,70,61.4,27,42,6,36,26,115,75,2,91,2.63,56,15,8,7,4,1,12,0.35,2148,96,577,916,685,96,2148,137,63,46.0,56,40.9,1129,6166,3205,89,62,28,52,47,1321,176,7,1,1,30,46,6,94,26,57,0,0,0,145,22,30,42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
59,Junior Ajayi,ci CIV,FW,Hellas Verona,it Serie A,19.0,2004.0,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,4,4,100.0,74,18,0,0.0,0.0,0.0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,5,0,0,3,2,0,5,0,0,,0,,5,25,7,0,0,0,1,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
60,Kristoffer Ajer,no NOR,DF,Brentford,eng Premier League,26.0,1998.0,24,17,1438,16.0,0,0,0,0,0,0,5,0,1.0,1.0,1.2,2.2,0.0,0.14,27,56,44,9,3,33.3,0.56,0.19,0.0,0.0,9.5,0,0,0,1.0,1.0,0.11,-1.0,-1.0,504,644,78.3,7868,2831,0,1.2,0.5,-1.2,8,44,7,4,56,570,73,2,0,3,14,71,0,0,0,0,504,26,18,14,11,1,27,51.9,13,17,4,13,12,38,50,0,18,1.13,15,0,1,2,0,0,2,0.13,795,53,265,368,168,38,795,16,7,43.8,8,50.0,387,2098,1180,27,11,2,15,12,491,44,5,0,0,13,6,2,14,12,18,0,0,0,42,27,23,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
62,Manuel Akanji,ch SUI,DF,Manchester City,eng Premier League,29.0,1995.0,26,23,2014,22.4,0,0,0,0,0,0,3,0,1.6,1.6,0.4,1.9,0.0,0.09,46,158,7,15,2,13.3,0.67,0.09,0.0,0.0,14.7,0,0,0,1.6,1.6,0.1,-1.6,-1.6,1632,1744,93.6,27046,7578,0,0.4,1.3,-0.4,9,177,11,2,158,1707,36,18,4,10,11,10,0,0,0,0,1632,19,12,12,4,3,17,64.7,6,11,8,3,9,28,64,3,37,1.65,37,0,0,0,0,0,3,0.13,1881,119,559,920,405,19,1881,2,2,100.0,0,0.0,1254,6953,4234,46,64,0,5,5,1483,7,3,0,0,17,9,0,11,9,12,0,0,0,103,30,33,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
64,Nathan Aké,nl NED,DF,Manchester City,eng Premier League,29.0,1995.0,10,8,678,7.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.0,0.03,12,50,2,3,0,0.0,0.4,0.0,0.0,,10.0,0,0,0,0.2,0.2,0.07,-0.2,-0.2,509,542,93.9,8321,2950,0,0.0,0.2,0.0,1,42,1,0,50,514,26,13,0,0,1,7,0,0,0,0,509,9,7,7,2,0,6,66.7,2,7,2,5,3,12,22,1,8,1.06,8,0,0,0,0,0,0,0.0,596,51,205,331,61,5,596,1,1,100.0,0,0.0,403,2244,1501,12,12,1,4,3,449,2,0,0,0,2,0,0,1,3,7,0,0,0,24,13,10,56.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
65,Ilias Akhomach,ma MAR,"MF,FW",Villarreal,es La Liga,20.0,2004.0,11,7,584,6.5,1,0,1,1,0,0,1,0,0.6,0.6,1.0,1.6,0.15,0.23,30,12,64,17,6,35.3,2.62,0.92,0.06,0.17,23.3,0,0,0,0.6,0.6,0.03,0.4,0.4,136,185,73.5,2161,534,0,1.0,1.7,-1.0,9,5,8,2,12,177,7,2,1,2,18,2,3,2,0,0,136,12,7,4,4,4,12,50.0,6,8,0,8,3,15,13,0,29,4.38,17,0,5,1,6,0,1,0.15,293,8,44,89,163,29,293,43,19,44.2,17,39.5,200,1310,759,30,18,20,15,10,209,64,1,0,0,9,21,1,18,3,7,0,0,0,30,6,6,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
70,Jean-Daniel Akpa-Akpro,ci CIV,MF,Monza,it Serie A,31.0,1992.0,14,12,966,10.7,0,0,0,0,0,0,4,0,0.3,0.3,0.2,0.6,0.0,0.05,21,19,22,4,2,50.0,0.37,0.19,0.0,0.0,18.0,0,0,0,0.3,0.3,0.08,-0.3,-0.3,275,346,79.5,4054,1322,0,0.2,0.2,-0.2,3,19,2,1,19,327,17,4,0,1,6,13,0,0,0,0,275,30,18,15,14,1,21,42.9,12,19,6,13,13,43,16,1,12,1.12,8,0,1,1,1,1,1,0.09,505,29,157,258,99,7,505,38,12,31.6,19,50.0,306,1832,818,21,15,2,24,2,290,22,4,0,0,24,18,0,6,13,18,0,0,0,54,11,15,42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
71,David Akpan Ankeye,ng NGA,"FW,MF",Genoa,it Serie A,22.0,2002.0,4,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,3,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,6,7,85.7,53,28,0,0.0,0.0,0.0,0,0,1,0,1,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,1,2.0,0,0,0,0,1,0,1,2.0,9,1,2,3,4,0,9,1,1,100.0,0,0.0,6,54,8,0,1,0,0,2,10,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
74,David Alaba,at AUT,DF,Real Madrid,es La Liga,32.0,1992.0,7,4,317,3.5,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0.0,0.02,2,7,4,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,206,228,90.4,3522,1456,0,0.1,0.1,-0.1,1,11,1,0,7,214,13,4,0,2,3,2,0,0,0,0,206,1,0,1,0,0,0,,0,5,5,0,6,7,7,0,2,0.57,2,0,0,0,0,0,0,0.0,247,36,137,100,11,2,247,0,0,,0,,180,934,482,2,1,0,1,0,199,4,1,0,0,2,0,0,3,6,0,0,0,0,8,4,1,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
75,Ibrahim Alani,ng NGA,MF,Valladolid,es La Liga,18.0,2006.0,3,1,160,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.01,2,5,1,1,0,0.0,0.56,0.0,0.0,,30.2,0,0,0,0.0,0.0,0.02,0.0,0.0,71,85,83.5,1385,298,0,0.0,0.0,0.0,0,7,0,0,5,82,2,0,0,1,0,1,0,0,0,0,71,12,7,8,4,0,6,66.7,2,3,1,2,1,13,1,0,0,0.0,0,0,0,0,0,0,0,0.0,113,8,36,74,4,0,113,1,1,100.0,0,0.0,54,305,130,2,0,0,1,2,65,1,0,0,0,2,5,0,0,1,7,0,0,0,13,3,1,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
77,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,38.0,1985.0,15,14,1188,13.2,0,0,0,0,0,0,5,0,0.1,0.1,0.0,0.1,0.0,0.01,3,34,0,2,0,0.0,0.15,0.0,0.0,,9.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,727,813,89.4,14582,6006,0,0.0,0.1,0.0,0,26,1,0,34,778,33,25,1,4,0,0,0,0,0,0,727,10,9,9,1,0,10,60.0,4,10,9,1,6,16,69,1,5,0.38,4,0,0,1,0,0,3,0.23,915,157,533,369,14,3,915,0,0,,0,,514,2346,1226,3,1,0,3,1,652,0,5,0,0,11,6,0,0,6,9,0,2,1,44,29,14,67.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
78,Carlos Alcaraz,ar ARG,MF,Southampton,eng Premier League,21.0,2002.0,1,0,10,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.0,1.48,4,6,1,1,1,100.0,9.0,9.0,0.0,0.0,9.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,13,13,100.0,221,66,0,0.1,0.0,-0.1,1,4,1,1,6,11,2,0,0,0,1,1,1,0,0,0,13,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,1,9.0,1,0,0,0,0,0,0,0.0,17,0,1,8,9,2,17,2,0,0.0,2,100.0,12,112,98,4,1,0,0,0,12,1,0,0,0,1,0,0,1,1,0,0,0,0,2,1,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
79,Carlos Alcaraz,ar ARG,"FW,MF",Everton,eng Premier League,21.0,2002.0,15,7,764,8.5,2,3,5,2,0,0,4,0,1.7,1.7,1.6,3.4,0.59,0.4,19,42,21,26,11,42.3,3.06,1.3,0.08,0.18,20.3,1,0,0,1.7,1.7,0.07,0.3,0.3,224,278,80.6,3963,1007,3,1.6,0.7,1.4,13,20,18,3,42,265,12,2,1,2,11,6,3,2,1,0,224,11,5,5,3,3,11,27.3,8,9,2,7,5,16,10,0,33,3.89,24,2,3,3,1,0,6,0.71,378,15,63,168,156,19,378,18,9,50.0,7,38.9,211,1331,707,19,21,2,14,13,247,21,4,0,0,13,12,1,11,5,5,0,0,0,37,14,8,63.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
80,Omar Alderete,py PAR,DF,Getafe,es La Liga,27.0,1996.0,34,34,2971,33.0,1,0,1,1,0,0,8,0,1.7,1.7,0.9,2.6,0.03,0.08,25,112,7,38,10,26.3,1.15,0.3,0.03,0.1,21.9,7,0,0,1.7,1.7,0.04,-0.7,-0.7,724,1106,65.5,16992,7859,0,0.9,0.9,-0.9,11,132,15,2,112,1026,67,61,3,29,6,0,0,0,0,0,724,43,29,30,11,2,30,66.7,10,38,22,16,40,83,241,1,37,1.12,28,1,1,5,1,1,4,0.12,1585,192,681,796,122,39,1585,28,18,64.3,10,35.7,633,4014,2546,25,20,2,30,9,658,7,8,0,0,33,12,8,6,40,29,1,4,0,115,101,51,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
81,Carles Aleñá,es ESP,"MF,FW",Getafe,es La Liga,26.0,1998.0,10,5,452,5.0,0,0,0,0,0,0,1,0,0.9,0.9,0.1,1.0,0.0,0.2,3,12,10,5,1,20.0,1.0,0.2,0.0,0.0,13.7,0,0,0,0.9,0.9,0.18,-0.9,-0.9,93,117,79.5,1504,299,0,0.1,0.1,-0.1,3,9,3,1,12,105,12,6,0,0,6,1,1,1,0,0,93,6,3,2,3,1,13,30.8,9,9,1,8,0,6,7,0,8,1.6,7,0,0,0,1,0,0,0.0,163,5,26,84,56,10,163,4,3,75.0,1,25.0,88,427,169,3,2,1,3,6,98,10,1,0,0,8,11,2,6,0,3,0,0,0,12,10,9,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
82,Carles Aleñá,es ESP,"MF,FW",Alavés,es La Liga,26.0,1998.0,14,13,1090,12.1,0,2,2,0,0,0,1,0,0.7,0.7,1.3,2.0,0.17,0.17,18,58,43,15,4,26.7,1.24,0.33,0.0,0.0,19.8,1,0,0,0.7,0.7,0.05,-0.7,-0.7,359,472,76.1,5385,1500,2,1.3,1.3,0.7,19,35,14,2,58,450,22,8,6,0,31,2,11,5,5,0,359,19,12,6,7,6,17,41.2,10,11,0,11,2,21,4,0,44,3.64,27,7,3,3,4,0,4,0.33,590,2,63,290,243,22,590,24,12,50.0,5,20.8,330,1428,671,18,25,2,23,14,409,43,1,0,0,11,24,0,31,2,12,0,0,0,47,9,6,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
84,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,25.0,1998.0,33,28,2365,26.3,3,6,9,3,0,0,5,0,1.9,1.9,7.3,9.2,0.34,0.35,51,232,94,45,8,17.8,1.71,0.3,0.07,0.38,23.6,3,0,0,1.9,1.9,0.04,1.1,1.1,1448,1971,73.5,27901,11363,6,7.3,7.4,-1.3,52,207,65,20,232,1651,310,63,12,32,153,192,55,34,12,1,1448,72,50,44,19,9,105,46.7,56,26,9,17,31,103,55,4,98,3.73,74,15,5,4,0,0,10,0.38,2252,88,593,1013,660,44,2252,37,17,45.9,17,45.9,1183,5353,2860,51,36,9,19,15,1436,94,5,0,0,11,9,1,153,31,50,0,0,0,132,3,13,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
85,Alfon,es ESP,"FW,MF",Celta Vigo,es La Liga,25.0,1999.0,26,14,1371,15.2,5,2,7,5,0,0,1,1,4.6,4.6,2.6,7.2,0.46,0.47,89,22,170,46,19,41.3,3.02,1.25,0.11,0.26,17.3,0,0,0,4.6,4.6,0.1,0.4,0.4,263,377,69.8,3844,521,2,2.6,2.1,-0.6,24,8,7,1,22,370,4,1,1,3,40,3,0,0,0,0,263,8,3,3,2,3,12,33.3,8,8,0,8,5,13,5,1,59,3.87,32,0,12,9,6,0,7,0.46,551,2,44,139,374,114,551,63,25,39.7,31,49.2,374,2856,1693,89,39,47,29,20,428,170,1,1,0,15,31,6,40,5,3,1,0,0,37,3,14,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
87,Faride Alidou,de GER,"FW,MF",Hellas Verona,it Serie A,23.0,2001.0,3,0,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.03,1,1,2,1,0,0.0,1.27,0.0,0.0,,32.2,0,0,0,0.0,0.0,0.01,0.0,0.0,16,20,80.0,198,42,0,0.0,0.0,0.0,1,0,1,1,1,18,2,1,0,0,3,0,1,1,0,0,16,0,0,0,0,0,0,,0,1,0,1,1,1,3,1,2,2.54,1,0,1,0,0,0,0,0.0,31,2,5,11,17,0,31,4,2,50.0,2,50.0,17,98,44,1,3,0,1,1,19,2,0,0,0,1,0,0,3,1,0,0,0,0,0,1,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
88,Alisson,br BRA,GK,Liverpool,eng Premier League,31.0,1992.0,28,28,2508,27.9,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.6,0.0,0.02,0,1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,794,959,82.8,17555,11360,0,0.6,0.2,-0.6,1,12,0,0,1,836,121,41,1,1,0,0,0,0,0,0,794,1,0,1,0,0,1,0.0,1,0,0,0,0,1,13,1,7,0.25,7,0,0,0,0,0,1,0.04,1011,742,991,20,0,0,1011,1,1,100.0,0,0.0,658,2625,1586,0,0,0,1,0,618,0,0,0,0,0,2,0,0,0,0,0,0,0,47,7,0,100.0,29.0,1.04,100.0,73.0,72.0,18.0,7.0,3.0,9.0,32.1,1.0,1.0,0.0,0.0,30.5,0.3,3.5,0.13,68.0,203.0,33.5,877.0,128.0,19.7,26.6,255.0,11.0,4.3,49.0,1.76,16.0,2024-2025
89,Tadeo Allende,ar ARG,FW,Celta Vigo,es La Liga,25.0,1999.0,1,0,2,0.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,1,3,33.3,7,1,0,0.0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,4,1,1,3,0,0,4,1,0,0.0,1,100.0,3,13,4,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
91,Dele Alli,eng ENG,MF,Como,it Serie A,28.0,1996.0,1,0,9,0.1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,3,3,100.0,21,4,0,0.0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,4,0,0,2,2,0,4,0,0,,0,,3,7,4,0,0,0,1,0,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
93,Domingos André Ribeiro Almeida,pt POR,"MF,FW",Valencia,es La Liga,24.0,2000.0,34,24,1977,22.0,0,4,4,0,0,0,2,0,1.2,1.2,3.2,4.4,0.18,0.2,45,142,77,18,5,27.8,0.82,0.23,0.0,0.0,24.1,2,0,0,1.2,1.2,0.07,-1.2,-1.2,798,947,84.3,13067,3738,4,3.2,4.9,0.8,43,96,24,5,142,854,85,27,7,7,67,10,34,8,18,0,798,48,32,18,21,9,39,35.9,25,21,3,18,8,56,14,1,86,3.92,54,17,1,3,9,2,6,0.27,1162,15,150,596,428,43,1162,54,22,40.7,22,40.7,676,3596,1810,45,48,11,37,38,836,77,2,0,0,28,38,2,67,8,32,0,0,0,89,5,15,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
94,Iker Almena,es ESP,"FW,DF",Girona,es La Liga,20.0,2004.0,2,0,48,0.5,0,1,1,0,0,0,0,0,0.0,0.0,0.7,0.7,1.87,1.33,6,2,10,1,0,0.0,1.87,0.0,0.0,,24.7,0,0,0,0.0,0.0,0.03,0.0,0.0,23,32,71.9,328,34,1,0.7,0.4,0.3,2,0,0,0,2,30,2,0,0,0,4,2,0,0,0,0,23,0,0,0,0,0,1,0.0,1,1,0,1,0,0,2,0,3,5.63,2,0,1,0,0,0,2,3.75,39,2,4,6,30,1,39,3,2,66.7,1,33.3,32,233,152,6,3,1,1,0,31,10,0,0,0,0,1,0,4,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
95,Miguel Almirón,py PAR,FW,Newcastle Utd,eng Premier League,30.0,1994.0,9,1,157,1.7,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.8,0.0,0.45,3,6,18,6,2,33.3,3.44,1.15,0.0,0.0,14.2,0,0,0,0.5,0.5,0.09,-0.5,-0.5,54,66,81.8,707,219,0,0.3,0.2,-0.3,3,3,1,0,6,64,1,0,1,0,0,1,0,0,0,0,54,3,2,2,0,1,3,66.7,1,2,0,2,0,3,0,0,8,4.59,6,0,1,1,0,0,0,0.0,81,1,10,35,36,9,81,2,1,50.0,1,50.0,54,284,93,3,3,2,0,2,59,18,0,0,0,1,3,2,0,0,2,0,0,0,4,0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
96,Pontus Almqvist,se SWE,"FW,MF",Parma,it Serie A,25.0,1999.0,29,10,1112,12.4,1,1,2,1,0,0,5,0,2.1,2.1,1.3,3.5,0.16,0.28,42,12,85,26,9,34.6,2.1,0.73,0.04,0.11,17.4,0,0,0,2.1,2.1,0.08,-1.1,-1.1,215,297,72.4,2758,504,1,1.3,0.9,-0.3,10,4,4,1,12,290,6,1,0,0,11,5,0,0,0,0,215,17,13,7,7,3,17,47.1,9,13,0,13,19,36,8,0,26,2.1,15,0,5,3,3,0,2,0.16,462,11,67,154,253,53,462,50,20,40.0,28,56.0,298,2165,1059,42,18,22,31,13,320,85,5,0,0,15,15,2,11,19,13,1,0,0,40,9,15,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
97,Marcos Alonso,es ESP,DF,Celta Vigo,es La Liga,33.0,1990.0,31,29,2647,29.4,3,0,3,0,3,3,10,2,4.0,1.6,1.3,2.9,0.0,0.18,64,215,49,31,10,32.3,1.05,0.34,0.0,0.0,20.3,7,3,3,4.0,1.6,0.05,-1.0,-1.6,2139,2397,89.2,38937,14018,0,1.3,2.0,-1.3,21,226,21,6,215,2236,158,81,2,25,42,54,15,10,3,0,2139,35,21,19,13,3,44,56.8,19,22,7,15,34,69,126,4,46,1.56,38,3,1,3,0,1,6,0.2,2683,211,1022,1399,298,35,2680,25,16,64.0,8,32.0,1733,10524,6481,64,48,2,20,9,1901,49,10,2,1,31,28,2,42,34,21,0,1,0,176,70,42,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
98,Giorgio Altare,it ITA,DF,Venezia,it Serie A,25.0,1998.0,12,8,753,8.4,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,0.0,0.04,4,20,5,3,1,33.3,0.36,0.12,0.0,0.0,15.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,283,389,72.8,5113,1998,0,0.1,0.2,-0.1,1,15,2,1,20,319,68,13,0,2,7,55,0,0,0,0,283,13,12,8,3,2,15,53.3,7,21,11,10,17,30,49,0,5,0.6,3,0,1,0,0,1,0,0.0,505,60,235,216,57,6,505,6,5,83.3,1,16.7,235,990,404,4,10,0,5,5,252,5,2,0,0,10,2,0,7,17,12,0,0,1,27,19,17,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
99,Adrià Altimira,es ESP,"DF,FW",Leganés,es La Liga,23.0,2001.0,22,19,1630,18.1,0,0,0,0,0,0,6,0,0.3,0.3,0.5,0.8,0.0,0.04,23,42,69,7,2,28.6,0.39,0.11,0.0,0.0,24.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3,483,615,78.5,7731,2148,0,0.5,0.7,-0.5,11,34,10,2,42,516,97,4,2,3,28,93,0,0,0,0,483,41,24,26,12,3,40,60.0,16,15,6,9,15,56,54,2,21,1.16,14,1,1,0,5,0,1,0.06,826,57,248,380,209,8,826,31,10,32.3,12,38.7,370,1917,1049,23,23,4,28,7,432,69,6,0,0,27,28,3,28,15,24,0,1,0,71,12,19,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
100,Sergi Altimira,es ESP,MF,Betis,es La Liga,22.0,2001.0,32,22,1972,21.9,0,1,1,0,0,0,4,0,1.7,1.6,1.7,3.3,0.05,0.16,25,99,30,21,4,19.0,0.96,0.18,0.0,0.0,21.2,0,0,0,1.7,1.6,0.08,-1.7,-1.6,1123,1258,89.3,18063,4176,1,1.7,1.2,-0.7,22,91,13,0,99,1231,26,22,4,16,5,3,0,0,0,0,1123,61,37,17,38,6,60,60.0,24,28,1,27,24,85,43,3,52,2.37,40,0,3,2,1,6,1,0.05,1521,53,321,940,272,18,1521,24,16,66.7,7,29.2,908,3871,1635,25,14,1,27,21,1064,30,4,0,0,35,33,0,5,24,37,1,0,0,117,11,22,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
101,Olabade Aluko,,DF,Leicester City,eng Premier League,,,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,3,5,60.0,39,0,0,0.0,0.0,0.0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,3,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0,6,0,0,6,1,0,6,1,0,0.0,1,100.0,2,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
102,Edson Álvarez,mx MEX,MF,West Ham,eng Premier League,26.0,1997.0,28,20,1772,19.7,0,1,1,0,0,0,9,1,0.4,0.4,0.8,1.2,0.05,0.06,24,85,18,12,1,8.3,0.61,0.05,0.0,0.0,26.3,0,0,0,0.4,0.4,0.03,-0.4,-0.4,861,1003,85.8,14393,4200,1,0.8,0.9,0.2,12,92,12,3,85,980,16,12,3,12,6,3,0,0,0,0,861,50,27,27,15,8,35,48.6,18,23,8,15,18,68,46,1,28,1.42,24,0,2,1,1,0,2,0.1,1239,67,361,693,194,12,1239,33,14,42.4,14,42.4,687,3783,1714,24,22,2,27,15,830,18,9,1,1,42,18,4,6,18,27,0,0,0,88,30,23,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
